model,track,stem,SDR,SI-SDR,PQ,CE,CU,inference_time_sec
Spleeter,The Doppler Shift - Atrophy,drums,7.4775,6.8540,6.16083288192749,4.134023666381836,6.206903457641602,105.58612561225893
Spleeter,The Doppler Shift - Atrophy,bass,1.1173,-2.6631,5.9826741218566895,3.20989990234375,5.769597053527832,105.58612561225893
Spleeter,The Doppler Shift - Atrophy,other,5.1565,2.8994,6.592490196228027,6.543685436248779,6.777115345001221,105.58612561225893
Spleeter,The Easton Ellises (Baumi) - SDRNR,vocals,5.8111,5.5602,5.500311851501465,3.244689464569092,4.805489540100098,59.82375431060791
Spleeter,The Easton Ellises (Baumi) - SDRNR,drums,7.3977,7.7032,7.393277168273926,5.006473541259766,7.386012554168701,59.82375431060791
Spleeter,The Easton Ellises (Baumi) - SDRNR,bass,6.1276,5.5046,5.639111042022705,3.477966547012329,5.619135856628418,59.82375431060791
Spleeter,The Easton Ellises (Baumi) - SDRNR,other,3.1642,0.1908,6.996745586395264,5.581101417541504,6.820354461669922,59.82375431060791
Spleeter,The Easton Ellises - Falcon 69,vocals,4.9681,3.5878,5.447534084320068,4.194550037384033,4.946773052215576,65.01345014572144
Spleeter,The Easton Ellises - Falcon 69,drums,7.8536,7.3332,7.5829548835754395,6.118817329406738,7.625410556793213,65.01345014572144
Spleeter,The Easton Ellises - Falcon 69,bass,5.8227,4.6230,5.050220012664795,3.883897066116333,5.609050750732422,65.01345014572144
Spleeter,The Easton Ellises - Falcon 69,other,3.9516,1.6977,6.79547119140625,6.572786331176758,6.7429704666137695,65.01345014572144
Spleeter,The Long Wait - Dark Horses,vocals,7.7044,6.9666,6.747067451477051,5.5851898193359375,6.317732334136963,77.08410835266113
Spleeter,The Long Wait - Dark Horses,drums,4.6046,2.9390,6.636571407318115,3.447420358657837,6.402364253997803,77.08410835266113
Spleeter,The Long Wait - Dark Horses,bass,4.6120,2.8978,6.0644073486328125,3.6043522357940674,6.058815956115723,77.08410835266113
Spleeter,The Long Wait - Dark Horses,other,4.0507,2.0225,6.888614177703857,6.946408271789551,6.471590518951416,77.08410835266113
Spleeter,The Mountaineering Club - Mallory,vocals,9.3565,9.5592,7.2055439949035645,5.045665264129639,6.589601516723633,60.936195611953735
Spleeter,The Mountaineering Club - Mallory,drums,4.9866,3.4575,6.835596084594727,3.4390251636505127,6.591741561889648,60.936195611953735
Spleeter,The Mountaineering Club - Mallory,bass,6.2297,5.3649,6.20820426940918,3.4494872093200684,6.131529331207275,60.936195611953735
Spleeter,The Mountaineering Club - Mallory,other,5.8864,3.0566,7.04171085357666,5.953044891357422,6.9641852378845215,60.936195611953735
Spleeter,The Sunshine Garcia Band - For I Am The Moon,vocals,9.8496,9.5643,7.166298866271973,5.606537818908691,6.642634868621826,79.32012510299683
Spleeter,The Sunshine Garcia Band - For I Am The Moon,drums,3.8218,1.6186,6.504044055938721,3.467982530593872,6.078308582305908,79.32012510299683
Spleeter,The Sunshine Garcia Band - For I Am The Moon,bass,2.6277,0.6681,5.222765922546387,3.367448329925537,5.437625408172607,79.32012510299683
Spleeter,The Sunshine Garcia Band - For I Am The Moon,other,-0.6551,-3.1961,5.314365386962891,5.227713584899902,5.377438545227051,79.32012510299683
Spleeter,Timboz - Pony,vocals,3.9990,2.4496,6.1107659339904785,3.085334539413452,5.614919662475586,70.02400135993958
Spleeter,Timboz - Pony,drums,2.8526,-0.5085,5.969072341918945,3.472644805908203,5.748570919036865,70.02400135993958
Spleeter,Timboz - Pony,bass,0.9063,-3.0833,6.453190803527832,3.1072869300842285,6.065032482147217,70.02400135993958
Spleeter,Timboz - Pony,other,7.3042,5.8745,5.375816822052002,5.267711162567139,6.036051273345947,70.02400135993958
Spleeter,Tom McKenzie - Directions,vocals,8.6151,8.2724,6.3956193923950195,4.548896789550781,5.180464744567871,55.1014096736908
Spleeter,Tom McKenzie - Directions,drums,12.3509,12.3984,7.082779407501221,4.679588317871094,7.086150646209717,55.1014096736908
Spleeter,Tom McKenzie - Directions,bass,3.4456,0.9006,5.3054914474487305,3.2968146800994873,5.399358749389648,55.1014096736908
Spleeter,Tom McKenzie - Directions,other,1.5449,-1.5142,6.940345764160156,7.117363452911377,7.253113746643066,55.1014096736908
Spleeter,Triviul feat. The Fiend - Widow,vocals,8.5444,8.1139,6.032515525817871,5.89499044418335,4.854732036590576,104.91520142555235
Spleeter,Triviul feat. The Fiend - Widow,drums,4.6663,3.1509,7.094357967376709,5.555377960205078,7.455620765686035,104.91520142555235
Spleeter,Triviul feat. The Fiend - Widow,bass,10.1320,9.7848,5.54408073425293,3.4469969272613525,5.5485453605651855,104.91520142555235
Spleeter,Triviul feat. The Fiend - Widow,other,3.7904,1.7077,6.641116142272949,4.760691165924072,6.345252513885498,104.91520142555235
Spleeter,We Fell From The Sky - Not You,vocals,4.9725,3.7447,5.236014366149902,3.1560158729553223,4.5803961753845215,58.0120542049408
Spleeter,We Fell From The Sky - Not You,drums,8.1348,8.1115,5.357073783874512,2.7618844509124756,4.545857906341553,58.0120542049408
Spleeter,We Fell From The Sky - Not You,bass,0.7292,-3.6561,6.336102485656738,3.139983654022217,5.9842987060546875,58.0120542049408
Spleeter,We Fell From The Sky - Not You,other,5.9707,4.4511,5.3852033615112305,5.824078559875488,5.628989219665527,58.0120542049408
Spleeter,Zeno - Signs,vocals,6.7305,5.8153,6.10431432723999,4.086162090301514,5.312037467956543,63.17529940605164
Spleeter,Zeno - Signs,drums,6.8116,5.9761,6.429042339324951,4.643043518066406,6.603326320648193,63.17529940605164
Spleeter,Zeno - Signs,bass,1.6142,-1.9066,5.381354808807373,3.6065244674682617,5.727258205413818,63.17529940605164
Spleeter,Zeno - Signs,other,5.3802,3.7404,5.427543640136719,5.2317070960998535,5.817574501037598,63.17529940605164
